Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_12 contribution,bio_14 contribution,bio_15 contribution,bio_3 contribution,bio_4 contribution,bio_7 contribution,bio_1 permutation importance,bio_12 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_7 permutation importance,Training gain without bio_1,Training gain without bio_12,Training gain without bio_14,Training gain without bio_15,Training gain without bio_3,Training gain without bio_4,Training gain without bio_7,Training gain with only bio_1,Training gain with only bio_12,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Gustavia_santanderiensis_0,21,1.6941,2.0565,100,0.9601,10021,36.3858,0.0000,9.5099,53.7413,0.0897,0.2733,0.0000,45.7287,0.0000,0.0000,53.7768,0.2382,0.2563,0.0000,0.5898,1.6941,1.6941,0.7778,1.6911,1.6875,1.6941,0.2973,0.0783,0.1608,0.3143,0.0650,0.0028,0.0000,7.5184,0.1041,1.0000,0.0150,0.4953,0.0000,5.0000,0.0699,0.2970,0.0000,10.0000,0.1338,0.2085,0.0000,18.0828,0.2439,0.1345,0.0000,20.9782,0.2849,0.1172,0.0952,20.9782,0.2849,0.1172,0.0952,18.0828,0.2439,0.1345,0.0000,5.0539,0.0708,0.2957,0.0000,12.1235,0.1595,0.1837,0.0000
Gustavia_santanderiensis_1,21,1.8082,2.2207,100,0.9679,10021,35.0460,0.0000,5.3174,56.7402,1.4206,1.4757,0.0000,45.5883,0.0000,0.0000,49.6885,2.9755,1.7478,0.0000,0.5159,1.8082,1.8082,0.7938,1.7511,1.7537,1.8082,0.3400,0.0525,0.1231,0.2932,0.0395,0.0044,0.0000,7.4043,0.0922,1.0000,0.0134,0.4858,0.0000,5.0000,0.0604,0.2810,0.0000,10.0000,0.1213,0.1911,0.0000,16.6101,0.2088,0.1296,0.0000,29.7573,0.4209,0.0694,0.0952,22.8308,0.3069,0.0952,0.0952,16.6101,0.2088,0.1296,0.0000,5.2580,0.0634,0.2744,0.0000,12.4487,0.1548,0.1639,0.0000
Gustavia_santanderiensis_2,21,1.4722,1.7537,100,0.9477,10021,46.1669,0.0000,0.1616,53.4289,0.0000,0.2425,0.0000,55.8505,0.0000,0.3148,43.7293,0.0000,0.1054,0.0000,0.3740,1.4722,1.4679,0.7069,1.4722,1.4676,1.4722,0.4553,0.0542,0.0152,0.1291,0.0568,0.0015,0.0087,7.7403,0.1313,1.0000,0.0204,0.5300,0.0000,5.0000,0.0793,0.3245,0.0000,10.0000,0.1626,0.2310,0.0000,21.6455,0.3391,0.1342,0.0000,21.6455,0.3391,0.1342,0.0000,21.6636,0.3394,0.1342,0.1429,21.6455,0.3391,0.1342,0.0000,5.5332,0.0876,0.3104,0.0000,10.1249,0.1643,0.2294,0.0000
Gustavia_santanderiensis_3,21,1.9604,2.3418,120,0.9703,10021,37.1841,0.5829,14.3526,47.1241,0.3350,0.4214,0.0000,45.3037,0.0000,0.0000,53.1629,1.4114,0.1220,0.0000,0.6308,1.9604,1.9604,0.9760,1.9482,1.9491,1.9604,0.3441,0.0445,0.2028,0.3534,0.0508,0.0001,0.0003,7.2521,0.0792,1.0000,0.0123,0.4287,0.0000,5.0000,0.0595,0.2460,0.0000,10.0000,0.1163,0.1664,0.0000,14.3387,0.1767,0.1276,0.0000,33.6751,0.4929,0.0512,0.0952,19.8616,0.2612,0.0952,0.0952,14.3387,0.1767,0.1276,0.0000,4.5486,0.0547,0.2569,0.0000,12.6413,0.1549,0.1408,0.0000
Gustavia_santanderiensis_4,21,1.5740,1.9697,100,0.9580,10021,36.0891,0.0000,0.0000,62.2363,0.9588,0.7159,0.0000,46.1405,0.0000,0.0000,51.1191,1.9536,0.7869,0.0000,0.4726,1.5740,1.5740,0.5888,1.5433,1.5547,1.5740,0.3012,0.0365,0.0686,0.2642,0.0294,0.0000,0.0006,7.6384,0.1178,1.0000,0.0160,0.5528,0.0000,5.0000,0.0720,0.3350,0.0000,10.0000,0.1364,0.2376,0.0000,23.7657,0.3216,0.1194,0.0000,25.3579,0.3463,0.1114,0.0952,25.3579,0.3463,0.1114,0.0952,23.7657,0.3216,0.1194,0.0000,5.6250,0.0794,0.3185,0.0000,12.4168,0.1685,0.2072,0.0000
Gustavia_santanderiensis_5,21,1.6770,2.1061,100,0.9609,10021,36.0777,0.0000,6.1226,57.1145,0.3133,0.3719,0.0000,47.3944,0.0000,0.0000,51.1133,1.0221,0.4703,0.0000,0.5956,1.6770,1.6770,0.7550,1.6672,1.6651,1.6770,0.3259,0.0646,0.1245,0.2815,0.0480,0.0015,0.0026,7.5354,0.1058,1.0000,0.0150,0.5072,0.0000,5.0000,0.0694,0.3017,0.0000,10.0000,0.1344,0.2119,0.0000,19.1852,0.2600,0.1296,0.0000,20.6161,0.2805,0.1211,0.0952,20.6161,0.2805,0.1211,0.1429,19.1852,0.2600,0.1296,0.0000,5.2031,0.0720,0.2966,0.0000,12.1385,0.1606,0.1869,0.0000
Gustavia_santanderiensis_6,21,1.9598,2.4438,100,0.9743,10021,37.4307,0.0000,4.3964,54.7048,1.5124,1.9558,0.0000,47.2403,0.0000,0.0000,46.8542,3.9536,1.9519,0.0000,0.5755,1.9598,1.9598,0.8664,1.8820,1.8900,1.9598,0.4063,0.0471,0.1033,0.2784,0.0269,0.0019,0.0054,7.2527,0.0790,1.0000,0.0117,0.4428,0.0000,5.0000,0.0568,0.2467,0.0000,10.0000,0.1161,0.1649,0.0000,13.8824,0.1718,0.1288,0.0000,27.1126,0.3833,0.0664,0.0952,26.7060,0.3772,0.0675,0.0476,26.7060,0.3772,0.0675,0.0476,4.7925,0.0548,0.2518,0.0000,12.4051,0.1480,0.1408,0.0000
Gustavia_santanderiensis_7,21,1.6095,1.9534,100,0.9598,10021,40.1982,0.0000,0.0250,59.1345,0.4828,0.1595,0.0000,51.8788,0.0000,0.0336,46.7739,1.0687,0.2450,0.0000,0.4122,1.6095,1.6088,0.6932,1.5960,1.6022,1.6095,0.4062,0.0305,0.0419,0.1962,0.0250,0.0000,0.0081,7.6030,0.1139,1.0000,0.0166,0.5183,0.0000,5.0000,0.0734,0.3082,0.0000,10.0000,0.1445,0.2177,0.0000,21.9593,0.3171,0.1204,0.0000,38.6534,0.5718,0.0616,0.0952,27.5506,0.4006,0.0952,0.0952,21.9593,0.3171,0.1204,0.0000,5.2824,0.0768,0.3010,0.0000,11.4963,0.1644,0.2000,0.0000
Gustavia_santanderiensis_8,21,1.9787,2.3409,120,0.9718,10021,43.2525,0.0000,7.4595,48.3256,0.0286,0.9337,0.0000,53.5716,0.0000,0.0000,45.8583,0.2389,0.3313,0.0000,0.5963,1.9787,1.9787,1.0649,1.9778,1.9636,1.9787,0.4787,0.0966,0.1182,0.2458,0.1100,0.0196,0.0006,7.2338,0.0779,1.0000,0.0125,0.3916,0.0000,5.0000,0.0644,0.2169,0.0000,10.0000,0.1319,0.1467,0.0000,32.0281,0.4929,0.0527,0.0000,34.1346,0.5236,0.0485,0.0476,34.1346,0.5236,0.0485,0.0476,32.0281,0.4929,0.0527,0.0000,4.2025,0.0535,0.2350,0.0000,10.9236,0.1458,0.1382,0.0000
Gustavia_santanderiensis_9,21,1.5778,1.9760,100,0.9583,10021,38.8570,0.0000,9.2313,50.7001,0.7710,0.4406,0.0000,46.9976,0.0000,0.0000,50.7606,1.7444,0.4974,0.0000,0.4820,1.5778,1.5778,0.7625,1.5556,1.5646,1.5778,0.3197,0.0410,0.1347,0.2523,0.0257,0.0000,0.0018,7.6347,0.1174,1.0000,0.0160,0.5464,0.0000,5.0000,0.0723,0.3299,0.0000,10.0000,0.1385,0.2340,0.0000,23.3635,0.3212,0.1203,0.0000,23.7795,0.3268,0.1182,0.0952,23.7795,0.3268,0.1182,0.0952,23.3635,0.3212,0.1203,0.0000,5.4921,0.0792,0.3170,0.0000,12.2298,0.1687,0.2064,0.0000
