Species,#Training samples,Regularized training gain,Unregularized training gain,Iterations,Training AUC,#Background points,bio_1 contribution,bio_12 contribution,bio_14 contribution,bio_15 contribution,bio_3 contribution,bio_4 contribution,bio_7 contribution,bio_1 permutation importance,bio_12 permutation importance,bio_14 permutation importance,bio_15 permutation importance,bio_3 permutation importance,bio_4 permutation importance,bio_7 permutation importance,Training gain without bio_1,Training gain without bio_12,Training gain without bio_14,Training gain without bio_15,Training gain without bio_3,Training gain without bio_4,Training gain without bio_7,Training gain with only bio_1,Training gain with only bio_12,Training gain with only bio_14,Training gain with only bio_15,Training gain with only bio_3,Training gain with only bio_4,Training gain with only bio_7,Entropy,Prevalence (average probability of presence over background sites),Fixed cumulative value 1 cumulative threshold,Fixed cumulative value 1 Cloglog threshold,Fixed cumulative value 1 area,Fixed cumulative value 1 training omission,Fixed cumulative value 5 cumulative threshold,Fixed cumulative value 5 Cloglog threshold,Fixed cumulative value 5 area,Fixed cumulative value 5 training omission,Fixed cumulative value 10 cumulative threshold,Fixed cumulative value 10 Cloglog threshold,Fixed cumulative value 10 area,Fixed cumulative value 10 training omission,Minimum training presence cumulative threshold,Minimum training presence Cloglog threshold,Minimum training presence area,Minimum training presence training omission,10 percentile training presence cumulative threshold,10 percentile training presence Cloglog threshold,10 percentile training presence area,10 percentile training presence training omission,Equal training sensitivity and specificity cumulative threshold,Equal training sensitivity and specificity Cloglog threshold,Equal training sensitivity and specificity area,Equal training sensitivity and specificity training omission,Maximum training sensitivity plus specificity cumulative threshold,Maximum training sensitivity plus specificity Cloglog threshold,Maximum training sensitivity plus specificity area,Maximum training sensitivity plus specificity training omission,"Balance training omission, predicted area and threshold value cumulative threshold","Balance training omission, predicted area and threshold value Cloglog threshold","Balance training omission, predicted area and threshold value area","Balance training omission, predicted area and threshold value training omission",Equate entropy of thresholded and original distributions cumulative threshold,Equate entropy of thresholded and original distributions Cloglog threshold,Equate entropy of thresholded and original distributions area,Equate entropy of thresholded and original distributions training omission
Gustavia_santanderiensis_0,21,2.2968,2.5686,120,0.9727,10020,32.1420,2.3449,7.1464,54.3803,2.4586,1.3279,0.1998,47.0169,0.2684,0.0000,49.6394,2.5129,0.5624,0.0000,0.6742,2.2915,2.2968,0.9921,2.2052,2.2517,2.2895,0.3333,0.0286,0.1660,0.3898,0.0436,0.0000,0.0011,6.9156,0.0563,1.0000,0.0092,0.3732,0.0000,5.0000,0.0473,0.2009,0.0000,10.0000,0.1025,0.1330,0.0000,11.6645,0.1203,0.1187,0.0000,21.8552,0.2591,0.0661,0.0952,15.2006,0.1608,0.0952,0.0952,11.6645,0.1203,0.1187,0.0000,4.1641,0.0394,0.2199,0.0000,14.3108,0.1510,0.1005,0.0952
Gustavia_santanderiensis_1,21,1.9166,2.1420,120,0.9607,10018,38.1634,0.0000,18.9443,40.3729,0.6389,1.8379,0.0427,49.5947,0.0000,0.1281,46.9405,2.3242,1.0124,0.0000,0.6347,1.9166,1.9136,1.1340,1.8740,1.8751,1.9155,0.3509,0.1024,0.2366,0.2863,0.1045,0.0207,0.0000,7.2955,0.0830,1.0000,0.0123,0.4472,0.0000,5.0000,0.0592,0.2532,0.0000,10.0000,0.1241,0.1726,0.0000,12.6576,0.1592,0.1465,0.0000,19.4429,0.2532,0.1024,0.0476,19.4429,0.2532,0.1024,0.0476,12.6576,0.1592,0.1465,0.0000,4.7892,0.0571,0.2584,0.0000,12.6106,0.1583,0.1470,0.0000
Gustavia_santanderiensis_2,21,2.0315,2.2687,120,0.9675,10021,40.3816,0.5187,11.3061,44.3967,1.9792,1.3681,0.0496,51.0742,0.0000,0.0000,45.7464,2.6777,0.5017,0.0000,0.6217,2.0315,2.0315,0.9878,1.9561,1.9900,2.0303,0.3952,0.0719,0.1454,0.2751,0.0505,0.0013,0.0037,7.1810,0.0740,1.0000,0.0114,0.4091,0.0000,5.0000,0.0589,0.2300,0.0000,10.0000,0.1193,0.1560,0.0000,13.3239,0.1678,0.1276,0.0000,26.0771,0.3477,0.0678,0.0476,26.0771,0.3477,0.0678,0.0476,26.0771,0.3477,0.0678,0.0476,4.3683,0.0510,0.2448,0.0000,12.8589,0.1617,0.1311,0.0000
Gustavia_santanderiensis_3,21,1.9276,2.1666,120,0.9605,10020,41.0773,1.9050,13.1331,40.1056,1.9809,1.7981,0.0000,50.8306,0.0000,0.0000,44.9722,2.7698,1.4274,0.0000,0.5870,1.9276,1.9276,1.0285,1.8528,1.8622,1.9276,0.3973,0.0538,0.1462,0.2440,0.0519,0.0031,0.0112,7.2847,0.0822,1.0000,0.0122,0.4383,0.0000,5.0000,0.0613,0.2483,0.0000,10.0000,0.1221,0.1698,0.0000,14.6333,0.1920,0.1295,0.0000,15.2011,0.1994,0.1257,0.0476,15.2011,0.1994,0.1257,0.1429,14.6333,0.1920,0.1295,0.0000,4.6705,0.0565,0.2563,0.0000,12.5315,0.1594,0.1454,0.0000
Gustavia_santanderiensis_4,21,2.2622,2.5400,120,0.9751,10020,35.1250,0.6420,17.4678,40.8359,3.1097,2.7077,0.1120,47.0771,0.0000,0.0321,47.7739,4.0073,1.1096,0.0000,0.7249,2.2606,2.2614,1.2193,2.1200,2.1675,2.2594,0.3629,0.0881,0.2631,0.3442,0.0610,0.0129,0.0001,6.9501,0.0582,1.0000,0.0094,0.3772,0.0000,5.0000,0.0487,0.1996,0.0000,10.0000,0.1077,0.1310,0.0000,14.6723,0.1676,0.0973,0.0000,22.3336,0.2717,0.0638,0.0952,21.1588,0.2546,0.0678,0.0476,14.6723,0.1676,0.0973,0.0000,4.2473,0.0408,0.2169,0.0000,13.5576,0.1511,0.1041,0.0000
Gustavia_santanderiensis_5,21,2.0245,2.2811,120,0.9630,10019,34.8278,0.8064,13.5867,45.0564,3.7390,1.9837,0.0000,44.2490,0.0000,0.0000,50.8990,4.2615,0.5905,0.0000,0.7193,2.0223,2.0245,0.9055,1.9054,1.9449,2.0245,0.2917,0.0653,0.2003,0.3508,0.0439,0.0030,0.0019,7.1877,0.0742,1.0000,0.0112,0.4317,0.0000,5.0000,0.0547,0.2419,0.0000,10.0000,0.1158,0.1633,0.0000,13.7909,0.1640,0.1299,0.0000,20.1236,0.2468,0.0930,0.0952,19.6781,0.2430,0.0952,0.0952,13.7909,0.1640,0.1299,0.0000,4.6520,0.0514,0.2504,0.0000,13.4954,0.1607,0.1320,0.0000
Gustavia_santanderiensis_6,21,2.4744,2.7933,120,0.9816,10021,35.0847,0.8033,6.9938,50.4705,3.0780,3.0983,0.4714,48.8023,0.0000,0.0614,45.9927,3.9059,1.2377,0.0000,0.6984,2.4744,2.4740,1.0920,2.3019,2.3669,2.4653,0.4044,0.0553,0.1565,0.3541,0.0507,0.0097,0.0017,6.7380,0.0469,1.0000,0.0082,0.3304,0.0000,5.0000,0.0447,0.1689,0.0000,10.0000,0.0997,0.1087,0.0000,18.7115,0.2158,0.0626,0.0000,26.8672,0.3520,0.0413,0.0476,23.9914,0.2956,0.0476,0.0476,18.7115,0.2158,0.0626,0.0000,3.8561,0.0331,0.1935,0.0000,13.7573,0.1457,0.0841,0.0000
Gustavia_santanderiensis_7,21,2.1831,2.4898,120,0.9684,10020,36.4215,0.0566,27.7150,31.5542,1.1342,3.0372,0.0812,47.6320,0.0296,0.2818,46.3213,3.6263,2.1091,0.0000,0.8035,2.1820,2.1483,1.4062,2.1031,2.1125,2.1813,0.3253,0.1367,0.3908,0.3608,0.1075,0.0344,0.0002,7.0297,0.0630,1.0000,0.0093,0.4152,0.0000,5.0000,0.0474,0.2187,0.0000,10.0000,0.1064,0.1438,0.0476,7.1069,0.0717,0.1790,0.0000,23.2130,0.2831,0.0664,0.0952,21.4678,0.2561,0.0728,0.0952,21.4678,0.2561,0.0728,0.0476,4.7079,0.0441,0.2257,0.0000,13.7336,0.1503,0.1127,0.0476
Gustavia_santanderiensis_8,21,2.2168,2.4692,120,0.9740,10020,35.3150,0.0000,4.9480,54.6393,2.2866,2.5169,0.2942,49.5890,0.0000,0.1483,46.6471,2.3147,1.3009,0.0000,0.6284,2.2168,2.2116,0.9719,2.0999,2.1378,2.2064,0.3936,0.0709,0.1243,0.3083,0.0752,0.0150,0.0001,6.9954,0.0611,1.0000,0.0100,0.3733,0.0000,5.0000,0.0515,0.2020,0.0000,10.0000,0.1126,0.1335,0.0476,9.9990,0.1124,0.1335,0.0000,24.2919,0.3162,0.0604,0.0476,24.2919,0.3162,0.0604,0.0476,24.2919,0.3162,0.0604,0.0476,4.1858,0.0426,0.2205,0.0000,13.2173,0.1533,0.1089,0.0476
Gustavia_santanderiensis_9,21,1.9232,2.1661,120,0.9617,10019,39.1660,1.0519,24.7284,32.8091,0.5383,1.6995,0.0068,50.8972,0.0000,0.7704,46.4182,1.4577,0.4566,0.0000,0.6476,1.9232,1.9048,1.2000,1.8717,1.8892,1.9230,0.3449,0.0889,0.2799,0.2901,0.0781,0.0064,0.0003,7.2891,0.0824,1.0000,0.0119,0.4599,0.0000,5.0000,0.0574,0.2601,0.0000,10.0000,0.1191,0.1767,0.0000,13.4274,0.1646,0.1436,0.0000,23.5971,0.3056,0.0855,0.0476,23.5971,0.3056,0.0855,0.0476,23.5971,0.3056,0.0855,0.0476,4.9440,0.0566,0.2615,0.0000,13.1241,0.1611,0.1461,0.0000
