Predictor variable,Categorical,Sample average
bio_1,false,27.021825336274645
bio_10,false,27.37936510358538
bio_11,false,26.49841254098075
bio_12,false,2443.7619047619046
bio_13,false,323.2857142857143
bio_14,false,77.71428571428571
bio_15,false,37.96344593593052
bio_16,false,843.4285714285714
bio_17,false,323.4761904761905
bio_2,false,9.99047597249349
bio_3,false,87.72377559116909
bio_4,false,36.73536627633231
bio_5,false,32.990475881667365
bio_6,false,21.600000018165225
bio_7,false,11.39047586350214
bio_ai_et0,false,15309.42857142857
bio_et0_yr,false,1595.3333333333333
