Predictor variable,Categorical,Sample average
bio_1,false,26.885714394705637
bio_10,false,27.25396810259138
bio_11,false,26.373016084943497
bio_12,false,2453.9523809523807
bio_13,false,338.23809523809524
bio_14,false,74.66666666666667
bio_15,false,40.52603485470726
bio_16,false,852.0
bio_17,false,317.1904761904762
bio_2,false,10.099206197829474
bio_3,false,87.49653552827381
bio_4,false,36.70242963518415
bio_5,false,32.93809527442569
bio_6,false,21.390476317632768
bio_7,false,11.547618956792922
bio_ai_et0,false,15351.380952380952
bio_et0_yr,false,1598.857142857143
