Predictor variable,Categorical,Sample average
bio_1,false,26.860515957786923
bio_10,false,27.22063500540597
bio_11,false,26.348412559145974
bio_12,false,2453.5714285714284
bio_13,false,330.04761904761904
bio_14,false,82.47619047619048
bio_15,false,37.99213654654367
bio_16,false,853.2857142857143
bio_17,false,337.42857142857144
bio_2,false,10.024206297738212
bio_3,false,87.45808737618583
bio_4,false,36.48114213489351
bio_5,false,32.852380843389604
bio_6,false,21.38571430387951
bio_7,false,11.466666539510092
bio_ai_et0,false,15374.142857142857
bio_et0_yr,false,1595.857142857143
