Predictor variable,Categorical,Sample average
bio_1,false,27.083134878249396
bio_10,false,27.46825399852934
bio_11,false,26.557936168852308
bio_12,false,2432.3333333333335
bio_13,false,326.7142857142857
bio_14,false,80.76190476190476
bio_15,false,37.76042901901972
bio_16,false,848.7142857142857
bio_17,false,341.5238095238095
bio_2,false,10.131349154881068
bio_3,false,87.5619132632301
bio_4,false,37.57044619605655
bio_5,false,33.17619024004255
bio_6,false,21.600000018165225
bio_7,false,11.576190221877326
bio_ai_et0,false,15154.095238095239
bio_et0_yr,false,1605.095238095238
