Predictor variable,Categorical,Sample average
bio_1,false,26.9617064339774
bio_10,false,27.293650763375418
bio_11,false,26.453174500238326
bio_12,false,2499.095238095238
bio_13,false,341.9047619047619
bio_14,false,81.0
bio_15,false,39.0680422101702
bio_16,false,870.9047619047619
bio_17,false,332.7142857142857
bio_2,false,9.948809487479073
bio_3,false,87.9155782063802
bio_4,false,35.576239267985024
bio_5,false,32.866666702997115
bio_6,false,21.547619138445175
bio_7,false,11.319047564551944
bio_ai_et0,false,15692.52380952381
bio_et0_yr,false,1591.904761904762
