Predictor variable,Categorical,Sample average
bio_1,false,27.196230297996884
bio_10,false,27.58015877859933
bio_11,false,26.676983969552175
bio_12,false,2410.714285714286
bio_13,false,333.1904761904762
bio_14,false,73.33333333333333
bio_15,false,40.04825492132278
bio_16,false,840.7619047619048
bio_17,false,315.6666666666667
bio_2,false,10.148015930539085
bio_3,false,87.23470015752883
bio_4,false,37.27444839477539
bio_5,false,33.319047564551944
bio_6,false,21.680952526274183
bio_7,false,11.638095038277763
bio_ai_et0,false,15024.047619047618
bio_et0_yr,false,1604.6190476190477
