Predictor variable,Categorical,Sample average
bio_1,false,26.948015848795574
bio_10,false,27.36269841875349
bio_11,false,26.41269829159691
bio_12,false,2351.285714285714
bio_13,false,321.6666666666667
bio_14,false,69.71428571428571
bio_15,false,39.546319325764976
bio_16,false,825.5238095238095
bio_17,false,315.1904761904762
bio_2,false,10.105555534362793
bio_3,false,87.41111355736142
bio_4,false,39.04223151434036
bio_5,false,33.08571406773159
bio_6,false,21.514285859607515
bio_7,false,11.57142820812407
bio_ai_et0,false,14680.904761904761
bio_et0_yr,false,1602.3809523809523
