Predictor variable,Categorical,Sample average
bio_1,false,27.173809414818173
bio_10,false,27.544444402058918
bio_11,false,26.654761632283527
bio_12,false,2485.190476190476
bio_13,false,337.9047619047619
bio_14,false,78.28571428571429
bio_15,false,39.23609224955241
bio_16,false,870.3809523809524
bio_17,false,334.6666666666667
bio_2,false,10.10555548894973
bio_3,false,87.86596352713448
bio_4,false,36.86833817618234
bio_5,false,33.219047364734465
bio_6,false,21.714285895937966
bio_7,false,11.504761468796502
bio_ai_et0,false,15490.0
bio_et0_yr,false,1604.142857142857
