Predictor variable,Categorical,Sample average
bio_1,false,27.073214394705637
bio_10,false,27.433333351498558
bio_11,false,26.55476170494443
bio_12,false,2429.095238095238
bio_13,false,326.3809523809524
bio_14,false,80.80952380952381
bio_15,false,39.2493166242327
bio_16,false,846.8095238095239
bio_17,false,326.23809523809524
bio_2,false,10.041666666666666
bio_3,false,87.72970036097935
bio_4,false,36.92525890895298
bio_5,false,33.085713795253206
bio_6,false,21.633333478655135
bio_7,false,11.452380316598076
bio_ai_et0,false,15193.190476190477
bio_et0_yr,false,1599.0
