X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-74.737583,5.667167,train,7.49655280992842E-4,56.07774876950381,0.7663081273998124
-74.473444,6.262694,train,0.0012702871376894162,73.60185719116154,0.9148529234867064
-74.294444,6.048889,train,3.276881181171454E-4,32.148565790689865,0.470309110333321
-74.816917,4.42425,train,2.659913716430438E-4,27.353592365215096,0.4029877631982546
-74.816917,4.42425,train,2.659913716430438E-4,27.353592365215096,0.4029877631982546
-74.777528,5.638694,train,0.0016166454791671032,81.07505197507858,0.9565021026148084
-74.737583,5.667167,train,7.49655280992842E-4,56.07774876950381,0.7663081273998124
-74.854444,5.322778,train,8.43923665389356E-4,60.29810167583949,0.8053514429696269
-74.103194,6.515417,train,3.9724936930453863E-4,37.78018381426464,0.5371520733670652
-74.816917,4.42425,train,2.659913716430438E-4,27.353592365215096,0.4029877631982546
-74.816917,4.42425,train,2.659913716430438E-4,27.353592365215096,0.4029877631982546
-74.76675,5.676306,train,0.0010598138711158925,67.41510276827384,0.8719353096657312
-74.859417,5.545194,train,0.0014340088254513482,77.50111789644464,0.9380153642366788
-74.854444,5.322778,train,8.43923665389356E-4,60.29810167583949,0.8053514429696269
-74.909722,5.559361,train,0.0030801030511483454,91.97971207316247,0.9974534587662132
-74.223111,5.967972,train,6.255457181294973E-4,51.302398478905445,0.7027183256035019
-74.777528,5.638694,train,0.0016166454791671032,81.07505197507858,0.9565021026148084
-74.103194,6.515417,train,3.9724936930453863E-4,37.78018381426464,0.5371520733670652
-74.591222,6.190222,train,0.0012407228407479685,72.89486535056658,0.9098286311540276
-74.223111,5.967972,train,6.255457181294973E-4,51.302398478905445,0.7027183256035019
-74.909722,5.559361,train,0.0030801030511483454,91.97971207316247,0.9974534587662132
