variable,x,y
bio_12,530.9,0.0
bio_12,538.6544,0.0
bio_12,546.4087999999999,0.0
bio_12,554.1632,0.0
bio_12,561.9176,0.0
bio_12,569.672,0.0
bio_12,577.4264,0.0
bio_12,585.1808,0.0
bio_12,592.9352,0.0
bio_12,600.6895999999999,0.0
bio_12,608.444,0.0
bio_12,616.1984,0.0
bio_12,623.9528,0.0
bio_12,631.7072,0.0
bio_12,639.4616,0.0
bio_12,647.216,0.0
bio_12,654.9703999999999,0.0
bio_12,662.7248,0.0
bio_12,670.4792,0.0
bio_12,678.2336,0.0
bio_12,685.9879999999999,0.0
bio_12,693.7424,0.0
bio_12,701.4968,0.0
bio_12,709.2511999999999,0.0
bio_12,717.0056,0.0
bio_12,724.76,0.0
bio_12,732.5144,0.0
bio_12,740.2688,0.0
bio_12,748.0232,0.0
bio_12,755.7776,0.0
bio_12,763.532,0.0
bio_12,771.2864,0.0
bio_12,779.0408,0.0
bio_12,786.7952,0.0
bio_12,794.5496,0.0
bio_12,802.304,0.0
bio_12,810.0584,0.0
bio_12,817.8128,0.0
bio_12,825.5672,0.0
bio_12,833.3216,0.0
bio_12,841.076,0.0
bio_12,848.8304,0.0
bio_12,856.5848000000001,0.4035889208316803
bio_12,864.3392,0.4046824276447296
bio_12,872.0936,0.40577778220176697
bio_12,879.848,0.40687498450279236
bio_12,887.6024,0.4079740643501282
bio_12,895.3568,0.409074991941452
bio_12,903.1112,0.4101777672767639
bio_12,910.8656000000001,0.41128239035606384
bio_12,918.62,0.4123888611793518
bio_12,926.3743999999999,0.4134971797466278
bio_12,934.1288,0.41460731625556946
bio_12,941.8832,0.41571927070617676
bio_12,949.6376,0.4168330729007721
bio_12,957.392,0.4179486930370331
bio_12,965.1464000000001,0.4190661311149597
bio_12,972.9008,0.4201853573322296
bio_12,980.6551999999999,0.42130640149116516
bio_12,988.4096,0.42242926359176636
bio_12,996.164,0.4235539138317108
bio_12,1003.9184,0.42468035221099854
bio_12,1011.6728,0.42580854892730713
bio_12,1019.4272,0.42693856358528137
bio_12,1027.1816,0.4280703663825989
bio_12,1034.9360000000001,0.42920392751693726
bio_12,1042.6904,0.4303392469882965
bio_12,1050.4448,0.43147632479667664
bio_12,1058.1992,0.43261516094207764
bio_12,1065.9536,0.4337557256221771
bio_12,1073.708,0.4348980784416199
bio_12,1081.4624,0.4360421299934387
bio_12,1089.2168000000001,0.43718793988227844
bio_12,1096.9712,0.43833547830581665
bio_12,1104.7256000000002,0.43948474526405334
bio_12,1112.48,0.44063571095466614
bio_12,1120.2344,0.4417884051799774
bio_12,1127.9888,0.4429427683353424
bio_12,1135.7432,0.4440988600254059
bio_12,1143.4976000000001,0.44525665044784546
bio_12,1151.252,0.44641610980033875
bio_12,1159.0064,0.44757726788520813
bio_12,1166.7608,0.4487400949001312
bio_12,1174.5152,0.44990459084510803
bio_12,1182.2696,0.45107075572013855
bio_12,1190.024,0.4522385597229004
bio_12,1197.7784000000001,0.45340800285339355
bio_12,1205.5328,0.45457911491394043
bio_12,1213.2872000000002,0.45575183629989624
bio_12,1221.0416,0.4569261968135834
bio_12,1228.7959999999998,0.45810219645500183
bio_12,1236.5504,0.45927977561950684
bio_12,1244.3048,0.46045899391174316
bio_12,1252.0592000000001,0.4616398215293884
bio_12,1259.8136,0.46282222867012024
bio_12,1267.568,0.4640062153339386
bio_12,1275.3224,0.4651917815208435
bio_12,1283.0768,0.46637892723083496
bio_12,1290.8312,0.46756765246391296
bio_12,1298.5856,0.4687579274177551
bio_12,1306.3400000000001,0.46994975209236145
bio_12,1314.0944,0.47114309668540955
bio_12,1321.8488,0.4723380208015442
bio_12,1329.6032,0.4735344350337982
bio_12,1337.3576,0.4747323989868164
bio_12,1345.112,0.47593188285827637
bio_12,1352.8663999999999,0.4771328568458557
bio_12,1360.6208000000001,0.47833532094955444
bio_12,1368.3752,0.47953927516937256
bio_12,1376.1296000000002,0.48074471950531006
bio_12,1383.884,0.48195165395736694
bio_12,1391.6384,0.48316001892089844
bio_12,1399.3928,0.4843698740005493
bio_12,1407.1471999999999,0.4855811595916748
bio_12,1414.9016000000001,0.4867938756942749
bio_12,1422.656,0.4880080223083496
bio_12,1430.4104,0.4892235994338989
bio_12,1438.1648,0.49044060707092285
bio_12,1445.9192,0.491659015417099
bio_12,1453.6736,0.492878794670105
bio_12,1461.428,0.49410000443458557
bio_12,1469.1824000000001,0.4953225553035736
bio_12,1476.9368,0.49654650688171387
bio_12,1484.6912000000002,0.4977717995643616
bio_12,1492.4456,0.4989984631538391
bio_12,1500.2,0.5002264380455017
bio_12,1507.9544,0.5014557838439941
bio_12,1515.7087999999999,0.5026864409446716
bio_12,1523.4632000000001,0.5039184093475342
bio_12,1531.2176,0.5051516890525818
bio_12,1538.9720000000002,0.5063862800598145
bio_12,1546.7264,0.5076221227645874
bio_12,1554.4808,0.5088592767715454
bio_12,1562.2352,0.5100976824760437
bio_12,1569.9895999999999,0.5113373398780823
bio_12,1577.7440000000001,0.5125782489776611
bio_12,1585.4984,0.5138204097747803
bio_12,1593.2528000000002,0.5150638222694397
bio_12,1601.0072,0.5163084268569946
bio_12,1608.7616000000003,0.5175542235374451
bio_12,1616.516,0.518801212310791
bio_12,1624.2704000000003,0.5200493931770325
bio_12,1632.0248000000001,0.5212987661361694
bio_12,1639.7792,0.5225493311882019
bio_12,1647.5336000000002,0.5238009691238403
bio_12,1655.288,0.525053858757019
bio_12,1663.0424000000003,0.5263078212738037
bio_12,1670.7968,0.5275629162788391
bio_12,1678.5512000000003,0.5288190841674805
bio_12,1686.3056000000001,0.5300764441490173
bio_12,1694.06,0.5313348174095154
bio_12,1701.8144000000002,0.5325943231582642
bio_12,1709.5688,0.5338549017906189
bio_12,1717.3232000000003,0.5351164937019348
bio_12,1725.0776,0.5363791584968567
bio_12,1732.8319999999999,0.5376428365707397
bio_12,1740.5864000000001,0.538907527923584
bio_12,1748.3408,0.5401732921600342
bio_12,1756.0952000000002,0.5414400100708008
bio_12,1763.8496,0.5427077412605286
bio_12,1771.6039999999998,0.5439764261245728
bio_12,1779.3584,0.5452461242675781
bio_12,1787.1127999999999,0.5465167164802551
bio_12,1794.8672000000001,0.5477882623672485
bio_12,1802.6216,0.5490607619285583
bio_12,1810.3760000000002,0.5503342151641846
bio_12,1818.1304,0.5516085028648376
bio_12,1825.8847999999998,0.5528837442398071
bio_12,1833.6392,0.5541598200798035
bio_12,1841.3935999999999,0.5554367899894714
bio_12,1849.1480000000001,0.5567145943641663
bio_12,1856.9024,0.5579932332038879
bio_12,1864.6568000000002,0.5592727661132812
bio_12,1872.4112,0.5605530738830566
bio_12,1880.1656000000003,0.5618342161178589
bio_12,1887.92,0.5631161332130432
bio_12,1895.6744000000003,0.5643988251686096
bio_12,1903.4288000000001,0.5656822919845581
bio_12,1911.1832,0.5669665336608887
bio_12,1918.9376000000002,0.5682514905929565
bio_12,1926.692,0.5695372223854065
bio_12,1934.4464000000003,0.570823609828949
bio_12,1942.2008,0.5721107125282288
bio_12,1949.9552000000003,0.5733985304832458
bio_12,1957.7096000000001,0.5746870040893555
bio_12,1965.464,0.5759761333465576
bio_12,1973.2184000000002,0.5772659182548523
bio_12,1980.9728,0.5785563588142395
bio_12,1988.7272000000003,0.5798473954200745
bio_12,1996.4816,0.581139087677002
bio_12,2004.2359999999999,0.5824313163757324
bio_12,2011.9904000000001,0.5837241411209106
bio_12,2019.7448,0.5850175619125366
bio_12,2027.4992000000002,0.5863115191459656
bio_12,2035.2536,0.5876060128211975
bio_12,2043.0079999999998,0.5889010429382324
bio_12,2050.7624,0.5901965498924255
bio_12,2058.5168,0.5914925932884216
bio_12,2066.2712,0.5927891135215759
bio_12,2074.0256,0.5940860509872437
bio_12,2081.78,0.5953834652900696
bio_12,2089.5344,0.5966813564300537
bio_12,2097.2888,0.5979796051979065
bio_12,2105.0432,0.5992783308029175
bio_12,2112.7976,0.6005774140357971
bio_12,2120.552,0.6018768548965454
bio_12,2128.3064,0.6031766533851624
bio_12,2136.0608,0.6044768691062927
bio_12,2143.8152,0.605777382850647
bio_12,2151.5696000000003,0.6070781946182251
bio_12,2159.324,0.6083793044090271
bio_12,2167.0784000000003,0.609680712223053
bio_12,2174.8328,0.6109824180603027
bio_12,2182.5872,0.6122843623161316
bio_12,2190.3416,0.6135866045951843
bio_12,2198.096,0.6148890256881714
bio_12,2205.8504000000003,0.6161916255950928
bio_12,2213.6048,0.6174944639205933
bio_12,2221.3592000000003,0.6187974810600281
bio_12,2229.1136,0.6201006174087524
bio_12,2236.8680000000004,0.6214039325714111
bio_12,2244.6224,0.6227074265480042
bio_12,2252.3768,0.6240109801292419
bio_12,2260.1312000000003,0.6253146529197693
bio_12,2267.8856,0.6266183853149414
bio_12,2275.6400000000003,0.6279222369194031
bio_12,2283.3944,0.6292260885238647
bio_12,2291.1488,0.6305299997329712
bio_12,2298.9032,0.6318339705467224
bio_12,2306.6576,0.6331379413604736
bio_12,2314.4120000000003,0.6344418525695801
bio_12,2322.1664,0.6357457637786865
bio_12,2329.9208,0.6370496153831482
bio_12,2337.6752,0.6383533477783203
bio_12,2345.4296,0.6396570801734924
bio_12,2353.184,0.640960693359375
bio_12,2360.9384,0.642264187335968
bio_12,2368.6928,0.6435675621032715
bio_12,2376.4472,0.6448707580566406
bio_12,2384.2016,0.6461738348007202
bio_12,2391.956,0.6474767327308655
bio_12,2399.7104,0.6487793922424316
bio_12,2407.4648,0.6500818729400635
bio_12,2415.2192,0.6513841152191162
bio_12,2422.9736000000003,0.6526861190795898
bio_12,2430.728,0.6539878249168396
bio_12,2438.4824000000003,0.6552892923355103
bio_12,2446.2368,0.6565904021263123
bio_12,2453.9912000000004,0.6578912138938904
bio_12,2461.7456,0.6591917276382446
bio_12,2469.5,0.6604918837547302
bio_12,2477.2544000000003,0.6617916226387024
bio_12,2485.0088,0.6630910038948059
bio_12,2492.7632000000003,0.664389967918396
bio_12,2500.5176,0.6656885743141174
bio_12,2508.2720000000004,0.6669866442680359
bio_12,2516.0264,0.6682842969894409
bio_12,2523.7808,0.6695814728736877
bio_12,2531.5352000000003,0.6708781719207764
bio_12,2539.2896,0.672174334526062
bio_12,2547.0440000000003,0.6734700202941895
bio_12,2554.7984,0.6747651100158691
bio_12,2562.5528,0.6760596036911011
bio_12,2570.3072,0.67735356092453
bio_12,2578.0616,0.6786469221115112
bio_12,2585.8160000000003,0.6799396276473999
bio_12,2593.5704,0.6812317371368408
bio_12,2601.3248000000003,0.6825231313705444
bio_12,2609.0792,0.6838139295578003
bio_12,2616.8336000000004,0.6851040124893188
bio_12,2624.588,0.6863933205604553
bio_12,2632.3424000000005,0.6876819729804993
bio_12,2640.0968000000003,0.6889698505401611
bio_12,2647.8512,0.6902570128440857
bio_12,2655.6056000000003,0.6915433406829834
bio_12,2663.36,0.6928288340568542
bio_12,2671.1144000000004,0.694113552570343
bio_12,2678.8688,0.6953974366188049
bio_12,2686.6232000000005,0.6966804265975952
bio_12,2694.3776000000003,0.6979625225067139
bio_12,2702.132,0.6992437839508057
bio_12,2709.8864000000003,0.700524091720581
bio_12,2717.6408000000006,0.70180344581604
bio_12,2725.3952000000004,0.7030819058418274
bio_12,2733.1496,0.7043593525886536
bio_12,2740.904,0.7056358456611633
bio_12,2748.6584000000003,0.7069112658500671
bio_12,2756.4128000000005,0.7081857323646545
bio_12,2764.1672000000003,0.709459125995636
bio_12,2771.9216,0.7107314467430115
bio_12,2779.676,0.712002694606781
bio_12,2787.4304000000006,0.7132728099822998
bio_12,2795.1848000000005,0.7145418524742126
bio_12,2802.9392000000003,0.71580970287323
bio_12,2810.6936,0.7170764207839966
bio_12,2818.448,0.7183419466018677
bio_12,2826.2024000000006,0.719606339931488
bio_12,2833.9568000000004,0.7208694219589233
bio_12,2841.7112,0.7221313118934631
bio_12,2849.4656,0.7233919501304626
bio_12,2857.2200000000003,0.7246513366699219
bio_12,2864.9744000000005,0.725909411907196
bio_12,2872.7288000000003,0.7271661758422852
bio_12,2880.4832,0.7284215688705444
bio_12,2888.2376000000004,0.7296756505966187
bio_12,2895.992,0.730928361415863
bio_12,2903.7464000000004,0.7321797013282776
bio_12,2911.5008000000003,0.7334296107292175
bio_12,2919.2552,0.7346780896186829
bio_12,2927.0096000000003,0.7359251379966736
bio_12,2934.764,0.7371706962585449
bio_12,2942.5184000000004,0.7384147644042969
bio_12,2950.2728,0.7396574020385742
bio_12,2958.0272000000004,0.7408984303474426
bio_12,2965.7816000000003,0.7421379685401917
bio_12,2973.536,0.7433759570121765
bio_12,2981.2904000000003,0.7446123361587524
bio_12,2989.0448000000006,0.7458471655845642
bio_12,2996.7992000000004,0.7470803260803223
bio_12,3004.5536,0.7483118772506714
bio_12,3012.308,0.7495417594909668
bio_12,3020.0624000000003,0.7507699728012085
bio_12,3027.8168000000005,0.7519964575767517
bio_12,3035.5712000000003,0.7532212734222412
bio_12,3043.3256,0.7544443011283875
bio_12,3051.08,0.75566565990448
bio_12,3058.8344000000006,0.7568851709365845
