X,Y,Test or train,Raw prediction,Cumulative prediction,Cloglog prediction
-74.294444,6.048889,train,4.126973313679481E-4,37.80863809844254,0.5425094035008128
-74.777222,5.689444,train,0.001115090125916714,68.84685998323448,0.8791163699864804
-74.900639,5.568667,train,1.552243334777029E-4,18.3699255690452,0.25481785940745094
-74.76675,5.676306,train,8.34455624688872E-4,58.57478290396198,0.7942651443995046
-74.323667,6.515028,train,6.100776757879259E-4,49.01540502517265,0.6852588777379442
-74.406389,6.273889,train,0.0013682028912083482,75.35688023120048,0.9251700664705308
-74.854444,5.322778,train,6.798054243428338E-4,52.06472687165259,0.7242135202721092
-74.777528,5.638694,train,0.0012507985032445383,72.07771109592272,0.9065261682714668
-74.737889,5.684417,train,3.935462322175509E-4,36.32193639305409,0.5256028864410347
-74.103194,6.515417,train,4.532767380554917E-4,40.52985241441307,0.5763682771428557
-74.103194,6.515417,train,4.532767380554917E-4,40.52985241441307,0.5763682771428557
-74.777528,5.638694,train,0.0012507985032445383,72.07771109592272,0.9065261682714668
-74.909722,5.559361,train,0.002490682530080414,89.03750204438353,0.9910800615515859
-74.103194,6.515417,train,4.532767380554917E-4,40.52985241441307,0.5763682771428557
-74.859417,5.545194,train,0.0011045067248946514,68.53947158197167,0.8766677060244353
-74.223111,5.967972,train,5.661371350538141E-4,46.934877032984,0.6579314561267771
-74.859417,5.545194,train,0.0011045067248946514,68.53947158197167,0.8766677060244353
-74.816917,4.42425,train,1.660166496885302E-4,19.455442196004086,0.26990193001411444
-74.737583,5.667167,train,5.282599131097281E-4,44.77500428545293,0.6324781629119332
-74.406389,6.273889,train,0.0013682028912083482,75.35688023120048,0.9251700664705308
-74.668706,5.574697,train,0.0014242143813289465,76.78316919828976,0.9327050838423081
