Predictor variable,Categorical,Sample average
bio_1,false,27.01765859694708
bio_12,false,2407.9523809523807
bio_14,false,71.19047619047619
bio_15,false,39.695268267676944
bio_3,false,87.59197162446522
bio_4,false,37.866211119152254
bio_7,false,11.595237550281343
