Predictor variable,Categorical,Sample average
bio_1,false,27.322619029453822
bio_12,false,2478.6666666666665
bio_14,false,78.0952380952381
bio_15,false,39.43078740437826
bio_3,false,87.92386154901413
bio_4,false,36.828398477463494
bio_7,false,11.590475809006463
