Predictor variable,Categorical,Sample average
bio_1,false,27.13869067600795
bio_12,false,2529.5238095238096
bio_14,false,74.38095238095238
bio_15,false,40.677458899361746
bio_3,false,88.33281635102772
bio_4,false,34.22557385762533
bio_7,false,11.295237949916295
