Predictor variable,Categorical,Sample average
bio_1,false,27.221031915573846
bio_10,false,27.564285641624814
bio_11,false,26.71984118507022
bio_12,false,2492.714285714286
bio_13,false,340.3333333333333
bio_14,false,79.38095238095238
bio_15,false,40.38961973644438
bio_16,false,879.4285714285714
bio_17,false,319.3809523809524
bio_2,false,10.104761850266229
bio_3,false,87.97461264474052
bio_4,false,35.631621951148624
bio_5,false,33.20476168677921
bio_6,false,21.71428580511184
bio_7,false,11.490475881667365
bio_ai_et0,false,15570.047619047618
bio_et0_yr,false,1600.4761904761904
