Predictor variable,Categorical,Sample average
bio_1,false,26.792063304356166
bio_10,false,27.175396692185174
bio_11,false,26.253174282255628
bio_12,false,2403.9523809523807
bio_13,false,325.1904761904762
bio_14,false,78.23809523809524
bio_15,false,37.113097872052876
bio_16,false,835.8571428571429
bio_17,false,339.95238095238096
bio_2,false,10.003968329656692
bio_3,false,87.23862856910343
bio_4,false,38.034321285429456
bio_5,false,32.84285681588309
bio_6,false,21.371428625924246
bio_7,false,11.471428189958845
bio_ai_et0,false,15061.238095238095
bio_et0_yr,false,1596.2857142857142
