Predictor variable,Categorical,Sample average
bio_1,false,27.093849363781157
bio_10,false,27.45476159595308
bio_11,false,26.567460196358816
bio_12,false,2461.2380952380954
bio_13,false,335.76190476190476
bio_14,false,79.04761904761905
bio_15,false,40.619820731026785
bio_16,false,863.9047619047619
bio_17,false,312.8095238095238
bio_2,false,10.08611111413865
bio_3,false,87.72403281075614
bio_4,false,37.00928324744815
bio_5,false,33.14761870247977
bio_6,false,21.647619247436523
bio_7,false,11.499999455043248
bio_ai_et0,false,15425.952380952382
bio_et0_yr,false,1594.8095238095239
