Predictor variable,Categorical,Sample average
bio_1,false,27.10436521257673
bio_10,false,27.46587308247884
bio_11,false,26.603968302408855
bio_12,false,2502.095238095238
bio_13,false,341.9047619047619
bio_14,false,79.14285714285714
bio_15,false,40.38433592660086
bio_16,false,878.2380952380952
bio_17,false,323.5238095238095
bio_2,false,10.119047482808432
bio_3,false,87.8934060959589
bio_4,false,36.05325889587402
bio_5,false,33.11904752822149
bio_6,false,21.600000199817476
bio_7,false,11.519047328404017
bio_ai_et0,false,15603.904761904761
bio_et0_yr,false,1603.3809523809523
