Predictor variable,Categorical,Sample average
bio_1,false,27.390674500238326
bio_10,false,27.737301417759486
bio_11,false,26.899205979846773
bio_12,false,2515.809523809524
bio_13,false,353.3333333333333
bio_14,false,72.28571428571429
bio_15,false,40.8241160256522
bio_16,false,892.1904761904761
bio_17,false,316.23809523809524
bio_2,false,10.12261894771031
bio_3,false,88.1652079990932
bio_4,false,35.09598314194452
bio_5,false,33.36666652134487
bio_6,false,21.880952653430757
bio_7,false,11.485713867914109
bio_ai_et0,false,15684.904761904761
bio_et0_yr,false,1603.5714285714287
