Predictor variable,Categorical,Sample average
bio_1,false,26.936110996064684
bio_12,false,2377.3333333333335
bio_14,false,68.57142857142857
bio_15,false,41.09699458167667
bio_3,false,87.52861822219123
bio_4,false,38.810511452811106
bio_7,false,11.490475700015114
