Predictor variable,Categorical,Sample average
bio_1,false,27.17817479088193
bio_10,false,27.538095110938663
bio_11,false,26.680158615112305
bio_12,false,2414.904761904762
bio_13,false,335.1904761904762
bio_14,false,69.47619047619048
bio_15,false,40.884370622180754
bio_16,false,848.5714285714286
bio_17,false,305.04761904761904
bio_2,false,10.104761895679292
bio_3,false,87.47222682407924
bio_4,false,35.717240469796316
bio_5,false,33.223809287661595
bio_6,false,21.66666684831892
bio_7,false,11.55714243934268
bio_ai_et0,false,15107.47619047619
bio_et0_yr,false,1598.7142857142858
