Predictor variable,Categorical,Sample average
bio_1,false,26.978769756498792
bio_10,false,27.36825379871187
bio_11,false,26.454761868431454
bio_12,false,2396.9523809523807
bio_13,false,333.23809523809524
bio_14,false,69.14285714285714
bio_15,false,40.341272808256605
bio_16,false,842.8571428571429
bio_17,false,310.0
bio_2,false,10.08214269365583
bio_3,false,87.62810298374721
bio_4,false,37.71007910228911
bio_5,false,33.057142439342684
bio_6,false,21.542857306344168
bio_7,false,11.514285132998513
bio_ai_et0,false,14989.42857142857
bio_et0_yr,false,1599.5714285714287
