Predictor variable,Categorical,Sample average
bio_1,false,26.951785677955264
bio_10,false,27.337301617576962
bio_11,false,26.41349193028041
bio_12,false,2411.2380952380954
bio_13,false,332.85714285714283
bio_14,false,75.23809523809524
bio_15,false,39.73493276323591
bio_16,false,853.5714285714286
bio_17,false,317.9047619047619
bio_2,false,10.009920619782948
bio_3,false,87.34213692801339
bio_4,false,38.12355259486607
bio_5,false,33.01428531465076
bio_6,false,21.547619138445175
bio_7,false,11.466666176205589
bio_ai_et0,false,15110.142857142857
bio_et0_yr,false,1595.4285714285713
