Predictor variable,Categorical,Sample average
bio_1,false,27.141071410406205
bio_10,false,27.501587368193128
bio_11,false,26.622221901303245
bio_12,false,2476.0
bio_13,false,340.8095238095238
bio_14,false,81.57142857142857
bio_15,false,39.27377391996838
bio_16,false,873.1904761904761
bio_17,false,336.14285714285717
bio_2,false,10.038492021106538
bio_3,false,87.72733052571614
bio_4,false,36.69657225835891
bio_5,false,33.15238089788528
bio_6,false,21.704762050083705
bio_7,false,11.447618847801571
bio_ai_et0,false,15483.0
bio_et0_yr,false,1598.7619047619048
