Predictor variable,Categorical,Sample average
bio_1,false,27.205754143851145
bio_10,false,27.565079280308314
bio_11,false,26.6992062159947
bio_12,false,2440.6190476190477
bio_13,false,337.0
bio_14,false,73.9047619047619
bio_15,false,39.911404291788735
bio_16,false,863.4761904761905
bio_17,false,317.1904761904762
bio_2,false,10.063888958522252
bio_3,false,87.40032995314826
bio_4,false,35.992051079159694
bio_5,false,33.228571119762606
bio_6,false,21.70952388218471
bio_7,false,11.519047237577892
bio_ai_et0,false,15252.619047619048
bio_et0_yr,false,1599.6666666666667
