Predictor variable,Categorical,Sample average
bio_1,false,27.32003965831938
bio_10,false,27.6976189386277
bio_11,false,26.808729898361932
bio_12,false,2486.0
bio_13,false,345.76190476190476
bio_14,false,78.9047619047619
bio_15,false,40.46719087873186
bio_16,false,878.047619047619
bio_17,false,328.9047619047619
bio_2,false,10.215476172310966
bio_3,false,87.78411974225726
bio_4,false,36.77143469310942
bio_5,false,33.43333307902018
bio_6,false,21.790476481119793
bio_7,false,11.64285659790039
bio_ai_et0,false,15456.0
bio_et0_yr,false,1608.5714285714287
