Predictor variable,Categorical,Sample average
bio_1,false,27.34444436572847
bio_10,false,27.684920265561058
bio_11,false,26.840475990658714
bio_12,false,2477.904761904762
bio_13,false,335.0952380952381
bio_14,false,75.76190476190476
bio_15,false,39.57091195242746
bio_16,false,860.4761904761905
bio_17,false,321.8095238095238
bio_2,false,10.051587286449614
bio_3,false,88.10836174374535
bio_4,false,35.478201366606214
bio_5,false,33.304761614118306
bio_6,false,21.895238422212145
bio_7,false,11.409523191906157
bio_ai_et0,false,15496.285714285714
bio_et0_yr,false,1598.4761904761904
