Predictor variable,Categorical,Sample average
bio_1,false,27.060515903291247
bio_10,false,27.401587350027903
bio_11,false,26.55555534362793
bio_12,false,2468.190476190476
bio_13,false,337.9047619047619
bio_14,false,79.61904761904762
bio_15,false,39.85768218267532
bio_16,false,865.7619047619048
bio_17,false,330.3809523809524
bio_2,false,10.008333387829008
bio_3,false,87.97901843843006
bio_4,false,35.93348503112793
bio_5,false,33.004761741274876
bio_6,false,21.623809814453125
bio_7,false,11.380951926821755
bio_ai_et0,false,15442.52380952381
bio_et0_yr,false,1598.6666666666667
