Predictor variable,Categorical,Sample average
bio_1,false,27.127579552786692
bio_10,false,27.474603380475724
bio_11,false,26.623015812465123
bio_12,false,2488.4285714285716
bio_13,false,339.7142857142857
bio_14,false,73.0
bio_15,false,39.75416574024019
bio_16,false,874.1428571428571
bio_17,false,321.76190476190476
bio_2,false,10.012301490420388
bio_3,false,88.00026048932757
bio_4,false,35.53462273733957
bio_5,false,33.08095250810896
bio_6,false,21.699999945504324
bio_7,false,11.380952562604632
bio_ai_et0,false,15560.190476190477
bio_et0_yr,false,1598.5238095238096
