variable,x,y
bio_14,-18.2,0.0
bio_14,-17.7152,0.0
bio_14,-17.2304,0.0
bio_14,-16.7456,0.0
bio_14,-16.2608,0.0
bio_14,-15.776,0.0
bio_14,-15.2912,0.0
bio_14,-14.8064,0.0
bio_14,-14.3216,0.0
bio_14,-13.8368,0.0
bio_14,-13.352,0.0
bio_14,-12.8672,0.0
bio_14,-12.3824,0.0
bio_14,-11.8976,0.0
bio_14,-11.4128,0.0
bio_14,-10.928,0.0
bio_14,-10.443200000000001,0.0
bio_14,-9.958400000000001,0.0
bio_14,-9.4736,0.0
bio_14,-8.988800000000001,0.0
bio_14,-8.504,0.0
bio_14,-8.0192,0.0
bio_14,-7.5344000000000015,0.0
bio_14,-7.0496,0.0
bio_14,-6.5648,0.0
bio_14,-6.080000000000002,0.0
bio_14,-5.5952,0.0
bio_14,-5.1104,0.0
bio_14,-4.625600000000002,0.0
bio_14,-4.1408000000000005,0.0
bio_14,-3.6560000000000006,0.0
bio_14,-3.1712000000000007,0.0
bio_14,-2.686400000000001,0.0
bio_14,-2.201600000000001,0.0
bio_14,-1.7168000000000028,0.0
bio_14,-1.2319999999999993,0.0
bio_14,-0.7471999999999994,0.0
bio_14,-0.2623999999999995,0.0
bio_14,0.22239999999999682,0.0
bio_14,0.7071999999999967,0.0
bio_14,1.1920000000000002,0.0
bio_14,1.6768,0.0
bio_14,2.1616,0.4013148248195648
bio_14,2.6464,0.401390016078949
bio_14,3.131199999999996,0.40148037672042847
bio_14,3.615999999999996,0.4015859365463257
bio_14,4.1008,0.40170666575431824
bio_14,4.5855999999999995,0.4018425941467285
bio_14,5.070399999999999,0.4019937515258789
bio_14,5.555199999999999,0.402160108089447
bio_14,6.039999999999996,0.40234169363975525
bio_14,6.524799999999999,0.402538537979126
bio_14,7.009599999999999,0.4027506113052368
bio_14,7.494399999999999,0.40297800302505493
bio_14,7.979199999999999,0.40322065353393555
bio_14,8.463999999999999,0.40347859263420105
bio_14,8.948799999999995,0.4037518799304962
bio_14,9.433599999999998,0.40404051542282104
bio_14,9.918399999999998,0.4043445289134979
bio_14,10.403199999999998,0.40466389060020447
bio_14,10.887999999999998,0.40499868988990784
bio_14,11.372799999999998,0.40534892678260803
bio_14,11.857599999999998,0.40571460127830505
bio_14,12.342399999999998,0.4060957729816437
bio_14,12.827199999999998,0.4064924418926239
bio_14,13.311999999999998,0.4069046378135681
bio_14,13.796799999999998,0.4073324203491211
bio_14,14.281600000000001,0.4077758193016052
bio_14,14.766399999999994,0.4082348346710205
bio_14,15.2512,0.40870949625968933
bio_14,15.736,0.40919986367225647
bio_14,16.220799999999993,0.4097059369087219
bio_14,16.7056,0.41022780537605286
bio_14,17.190399999999993,0.4107654392719269
bio_14,17.6752,0.41131892800331116
bio_14,18.16,0.4118883013725281
bio_14,18.644799999999993,0.41247355937957764
bio_14,19.1296,0.413074791431427
bio_14,19.614399999999993,0.41369202733039856
bio_14,20.0992,0.4143252670764923
bio_14,20.584,0.4149746000766754
bio_14,21.0688,0.41564005613327026
bio_14,21.5536,0.41632169485092163
bio_14,22.038399999999992,0.4170195162296295
bio_14,22.5232,0.4177336096763611
bio_14,23.007999999999992,0.4184640049934387
bio_14,23.4928,0.4192107617855072
bio_14,23.9776,0.4199739396572113
bio_14,24.46239999999999,0.420753538608551
bio_14,24.9472,0.4215496778488159
bio_14,25.43199999999999,0.4223623275756836
bio_14,25.9168,0.423191636800766
bio_14,26.4016,0.4240375757217407
bio_14,26.8864,0.42490023374557495
bio_14,27.371199999999998,0.42577967047691345
bio_14,27.85599999999999,0.426675945520401
bio_14,28.340799999999998,0.42758908867836
bio_14,28.825599999999998,0.4285191595554352
bio_14,29.310399999999998,0.42946624755859375
bio_14,29.795199999999998,0.43043041229248047
bio_14,30.27999999999999,0.4314116835594177
bio_14,30.764799999999997,0.4324100911617279
bio_14,31.249599999999997,0.43342578411102295
bio_14,31.734399999999997,0.43445876240730286
bio_14,32.2192,0.4355090856552124
bio_14,32.70399999999999,0.43657684326171875
bio_14,33.1888,0.4376620948314667
bio_14,33.67359999999999,0.43876489996910095
bio_14,34.1584,0.43988528847694397
bio_14,34.64319999999999,0.4410233795642853
bio_14,35.128,0.44217920303344727
bio_14,35.61279999999999,0.4433528482913971
bio_14,36.097599999999986,0.44454434514045715
bio_14,36.58239999999999,0.445753812789917
bio_14,37.0672,0.446981281042099
bio_14,37.55199999999999,0.44822680950164795
bio_14,38.0368,0.449490487575531
bio_14,38.52159999999999,0.45077237486839294
bio_14,39.0064,0.45207253098487854
bio_14,39.49119999999999,0.45339104533195496
bio_14,39.976,0.45472797751426697
bio_14,40.46079999999999,0.45608335733413696
bio_14,40.9456,0.4574573040008545
bio_14,41.43039999999999,0.45884987711906433
bio_14,41.9152,0.46026113629341125
bio_14,42.39999999999999,0.4616911709308624
bio_14,42.8848,0.46314001083374023
bio_14,43.36959999999999,0.46460771560668945
bio_14,43.8544,0.466094434261322
bio_14,44.33919999999999,0.46760013699531555
